Branch;Employee name;End node ID;End node level;Hide previous levels;Is excessive span;Is manager?;Manager name;Org Name;Path;Start node ID;Start node level;Team;Curve;Curve (demo);Headcount;Number of reports;P1;P1 (Alt);P1 (param);P2;P2 (Alt);P2 (param);Sigmoid Function;Sigmoid Function (demo);T;T2;Top line direct reports
Level 2 (25) - Level 3 (29);Neddy Blackmore;29;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-29---;25;2;Team C;15,99142252;11,99142252;1;1;12;16;16;11;15;15;0,008577485;0,008577485;-4,75;7,25;5
Level 2 (25) - Level 3 (29);Neddy Blackmore;29;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-29---;25;2;Team C;15,98901306;11,98901306;1;1;12;16;16;11;15;15;0,010986943;0,010986943;-4,5;7,5;5
Level 2 (25) - Level 3 (29);Neddy Blackmore;29;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-29---;25;2;Team C;15,98593637;11,98593637;1;1;12;16;16;11;15;15;0,014063627;0,014063627;-4,25;7,75;5
Level 2 (25) - Level 3 (29);Neddy Blackmore;29;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-29---;25;2;Team C;15,98201379;11,98201379;1;1;12;16;16;11;15;15;0,01798621;0,01798621;-4;8;5
Level 2 (25) - Level 3 (29);Neddy Blackmore;29;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-29---;25;2;Team C;15,97702263;11,97702263;1;1;12;16;16;11;15;15;0,02297737;0,02297737;-3,75;8,25;5
Level 2 (25) - Level 3 (29);Neddy Blackmore;29;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-29---;25;2;Team C;15,97068777;11,97068777;1;1;12;16;16;11;15;15;0,029312231;0,029312231;-3,5;8,5;5
Level 2 (25) - Level 3 (29);Neddy Blackmore;29;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-29---;25;2;Team C;15,96267311;11,96267311;1;1;12;16;16;11;15;15;0,037326887;0,037326887;-3,25;8,75;5
Level 2 (25) - Level 3 (29);Neddy Blackmore;29;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-29---;25;2;Team C;15,95257413;11,95257413;1;1;12;16;16;11;15;15;0,047425873;0,047425873;-3;9;5
Level 2 (25) - Level 3 (29);Neddy Blackmore;29;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-29---;25;2;Team C;15,93991335;11,93991335;1;1;12;16;16;11;15;15;0,06008665;0,06008665;-2,75;9,25;5
Level 2 (25) - Level 3 (29);Neddy Blackmore;29;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-29---;25;2;Team C;15,92414182;11,92414182;1;1;12;16;16;11;15;15;0,07585818;0,07585818;-2,5;9,5;5
Level 2 (25) - Level 3 (29);Neddy Blackmore;29;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-29---;25;2;Team C;15,90465054;11,90465054;1;1;12;16;16;11;15;15;0,095349465;0,095349465;-2,25;9,75;5
Level 2 (25) - Level 3 (29);Neddy Blackmore;29;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-29---;25;2;Team C;15,88079708;11,88079708;1;1;12;16;16;11;15;15;0,119202922;0,119202922;-2;10;5
Level 2 (25) - Level 3 (29);Neddy Blackmore;29;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-29---;25;2;Team C;15,8519528;11,8519528;1;1;12;16;16;11;15;15;0,148047198;0,148047198;-1,75;10,25;5
Level 2 (25) - Level 3 (29);Neddy Blackmore;29;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-29---;25;2;Team C;15,81757448;11,81757448;1;1;12;16;16;11;15;15;0,182425524;0,182425524;-1,5;10,5;5
Level 2 (25) - Level 3 (29);Neddy Blackmore;29;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-29---;25;2;Team C;15,77729986;11,77729986;1;1;12;16;16;11;15;15;0,222700139;0,222700139;-1,25;10,75;5
Level 2 (25) - Level 3 (29);Neddy Blackmore;29;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-29---;25;2;Team C;15,73105858;11,73105858;1;1;12;16;16;11;15;15;0,268941421;0,268941421;-1;11;5
Level 2 (25) - Level 3 (29);Neddy Blackmore;29;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-29---;25;2;Team C;15,6791787;11,6791787;1;1;12;16;16;11;15;15;0,320821301;0,320821301;-0,75;11,25;5
Level 2 (25) - Level 3 (29);Neddy Blackmore;29;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-29---;25;2;Team C;15,62245933;11,62245933;1;1;12;16;16;11;15;15;0,377540669;0,377540669;-0,5;11,5;5
Level 2 (25) - Level 3 (29);Neddy Blackmore;29;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-29---;25;2;Team C;15,5621765;11,5621765;1;1;12;16;16;11;15;15;0,437823499;0,437823499;-0,25;11,75;5
Level 2 (25) - Level 3 (29);Neddy Blackmore;29;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-29---;25;2;Team C;15,5;11,5;1;1;12;16;16;11;15;15;0,5;0,5;0;12;5
Level 2 (25) - Level 3 (29);Neddy Blackmore;29;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-29---;25;2;Team C;15,4378235;11,4378235;1;1;12;16;16;11;15;15;0,562176501;0,562176501;0,25;12,25;5
Level 2 (25) - Level 3 (29);Neddy Blackmore;29;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-29---;25;2;Team C;15,37754067;11,37754067;1;1;12;16;16;11;15;15;0,622459331;0,622459331;0,5;12,5;5
Level 2 (25) - Level 3 (29);Neddy Blackmore;29;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-29---;25;2;Team C;15,3208213;11,3208213;1;1;12;16;16;11;15;15;0,679178699;0,679178699;0,75;12,75;5
Level 2 (25) - Level 3 (29);Neddy Blackmore;29;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-29---;25;2;Team C;15,26894142;11,26894142;1;1;12;16;16;11;15;15;0,731058579;0,731058579;1;13;5
Level 2 (25) - Level 3 (29);Neddy Blackmore;29;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-29---;25;2;Team C;15,22270014;11,22270014;1;1;12;16;16;11;15;15;0,777299861;0,777299861;1,25;13,25;5
Level 2 (25) - Level 3 (29);Neddy Blackmore;29;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-29---;25;2;Team C;15,18242552;11,18242552;1;1;12;16;16;11;15;15;0,817574476;0,817574476;1,5;13,5;5
Level 2 (25) - Level 3 (29);Neddy Blackmore;29;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-29---;25;2;Team C;15,1480472;11,1480472;1;1;12;16;16;11;15;15;0,851952802;0,851952802;1,75;13,75;5
Level 2 (25) - Level 3 (29);Neddy Blackmore;29;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-29---;25;2;Team C;15,11920292;11,11920292;1;1;12;16;16;11;15;15;0,880797078;0,880797078;2;14;5
Level 2 (25) - Level 3 (29);Neddy Blackmore;29;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-29---;25;2;Team C;15,09534947;11,09534947;1;1;12;16;16;11;15;15;0,904650535;0,904650535;2,25;14,25;5
Level 2 (25) - Level 3 (29);Neddy Blackmore;29;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-29---;25;2;Team C;15,07585818;11,07585818;1;1;12;16;16;11;15;15;0,92414182;0,92414182;2,5;14,5;5
Level 2 (25) - Level 3 (29);Neddy Blackmore;29;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-29---;25;2;Team C;15,06008665;11,06008665;1;1;12;16;16;11;15;15;0,93991335;0,93991335;2,75;14,75;5
Level 2 (25) - Level 3 (29);Neddy Blackmore;29;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-29---;25;2;Team C;15,04742587;11,04742587;1;1;12;16;16;11;15;15;0,952574127;0,952574127;3;15;5
Level 2 (25) - Level 3 (29);Neddy Blackmore;29;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-29---;25;2;Team C;15,03732689;11,03732689;1;1;12;16;16;11;15;15;0,962673113;0,962673113;3,25;15,25;5
Level 2 (25) - Level 3 (29);Neddy Blackmore;29;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-29---;25;2;Team C;15,02931223;11,02931223;1;1;12;16;16;11;15;15;0,970687769;0,970687769;3,5;15,5;5
Level 2 (25) - Level 3 (29);Neddy Blackmore;29;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-29---;25;2;Team C;15,02297737;11,02297737;1;1;12;16;16;11;15;15;0,97702263;0,97702263;3,75;15,75;5
Level 2 (25) - Level 3 (29);Neddy Blackmore;29;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-29---;25;2;Team C;15,01798621;11,01798621;1;1;12;16;16;11;15;15;0,98201379;0,98201379;4;16;5
Level 2 (25) - Level 3 (29);Neddy Blackmore;29;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-29---;25;2;Team C;15,01406363;11,01406363;1;1;12;16;16;11;15;15;0,985936373;0,985936373;4,25;16,25;5
Level 2 (25) - Level 3 (29);Neddy Blackmore;29;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-29---;25;2;Team C;15,01098694;11,01098694;1;1;12;16;16;11;15;15;0,989013057;0,989013057;4,5;16,5;5
Level 2 (25) - Level 3 (29);Neddy Blackmore;29;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-29---;25;2;Team C;15,00857749;11,00857749;1;1;12;16;16;11;15;15;0,991422515;0,991422515;4,75;16,75;5
Level 2 (25) - Level 3 (29);Neddy Blackmore;29;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-29---;25;2;Team C;15,00669285;11,00669285;1;1;12;16;16;11;15;15;0,993307149;0,993307149;5;17;5
Level 2 (25) - Level 3 (29);Neddy Blackmore;29;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-29---;25;2;Team C;15,00522013;11,00522013;1;1;12;16;16;11;15;15;0,994779874;0,994779874;5,25;17,25;5
Level 2 (25) - Level 3 (29);Neddy Blackmore;29;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-29---;25;2;Team C;15,00407014;11,00407014;1;1;12;16;16;11;15;15;0,995929862;0,995929862;5,5;17,5;5
Level 2 (25) - Level 3 (29);Neddy Blackmore;29;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-29---;25;2;Team C;15,00317268;11,00317268;1;1;12;16;16;11;15;15;0,996827317;0,996827317;5,75;17,75;5
Level 2 (25) - Level 3 (29);Neddy Blackmore;29;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-29---;25;2;Team C;15,00247262;11,00247262;1;1;12;16;16;11;15;15;0,997527377;0,997527377;6;18;5
Level 2 (25) - Level 3 (32);Theodoric Bowmaker;32;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-32---;25;2;Team C;16,00247262;12,00247262;1;2;12;16;16;13;17;17;0,002472623;0,002472623;-6;6;5
Level 2 (25) - Level 3 (32);Theodoric Bowmaker;32;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-32---;25;2;Team C;16,00317268;12,00317268;1;2;12;16;16;13;17;17;0,003172683;0,003172683;-5,75;6,25;5
Level 2 (25) - Level 3 (32);Theodoric Bowmaker;32;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-32---;25;2;Team C;16,00407014;12,00407014;1;2;12;16;16;13;17;17;0,004070138;0,004070138;-5,5;6,5;5
Level 2 (25) - Level 3 (32);Theodoric Bowmaker;32;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-32---;25;2;Team C;16,00522013;12,00522013;1;2;12;16;16;13;17;17;0,005220126;0,005220126;-5,25;6,75;5
Level 2 (25) - Level 3 (32);Theodoric Bowmaker;32;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-32---;25;2;Team C;16,00669285;12,00669285;1;2;12;16;16;13;17;17;0,006692851;0,006692851;-5;7;5
Level 2 (25) - Level 3 (32);Theodoric Bowmaker;32;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-32---;25;2;Team C;16,00857749;12,00857749;1;2;12;16;16;13;17;17;0,008577485;0,008577485;-4,75;7,25;5
Level 2 (25) - Level 3 (32);Theodoric Bowmaker;32;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-32---;25;2;Team C;16,01098694;12,01098694;1;2;12;16;16;13;17;17;0,010986943;0,010986943;-4,5;7,5;5
Level 2 (25) - Level 3 (32);Theodoric Bowmaker;32;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-32---;25;2;Team C;16,01406363;12,01406363;1;2;12;16;16;13;17;17;0,014063627;0,014063627;-4,25;7,75;5
Level 2 (25) - Level 3 (32);Theodoric Bowmaker;32;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-32---;25;2;Team C;16,01798621;12,01798621;1;2;12;16;16;13;17;17;0,01798621;0,01798621;-4;8;5
Level 2 (25) - Level 3 (32);Theodoric Bowmaker;32;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-32---;25;2;Team C;16,02297737;12,02297737;1;2;12;16;16;13;17;17;0,02297737;0,02297737;-3,75;8,25;5
Level 2 (25) - Level 3 (32);Theodoric Bowmaker;32;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-32---;25;2;Team C;16,02931223;12,02931223;1;2;12;16;16;13;17;17;0,029312231;0,029312231;-3,5;8,5;5
Level 2 (25) - Level 3 (32);Theodoric Bowmaker;32;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-32---;25;2;Team C;16,03732689;12,03732689;1;2;12;16;16;13;17;17;0,037326887;0,037326887;-3,25;8,75;5
Level 2 (25) - Level 3 (32);Theodoric Bowmaker;32;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-32---;25;2;Team C;16,04742587;12,04742587;1;2;12;16;16;13;17;17;0,047425873;0,047425873;-3;9;5
Level 2 (25) - Level 3 (32);Theodoric Bowmaker;32;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-32---;25;2;Team C;16,06008665;12,06008665;1;2;12;16;16;13;17;17;0,06008665;0,06008665;-2,75;9,25;5
Level 2 (25) - Level 3 (32);Theodoric Bowmaker;32;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-32---;25;2;Team C;16,07585818;12,07585818;1;2;12;16;16;13;17;17;0,07585818;0,07585818;-2,5;9,5;5
Level 2 (25) - Level 3 (32);Theodoric Bowmaker;32;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-32---;25;2;Team C;16,09534947;12,09534947;1;2;12;16;16;13;17;17;0,095349465;0,095349465;-2,25;9,75;5
Level 2 (25) - Level 3 (32);Theodoric Bowmaker;32;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-32---;25;2;Team C;16,11920292;12,11920292;1;2;12;16;16;13;17;17;0,119202922;0,119202922;-2;10;5
Level 2 (25) - Level 3 (32);Theodoric Bowmaker;32;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-32---;25;2;Team C;16,1480472;12,1480472;1;2;12;16;16;13;17;17;0,148047198;0,148047198;-1,75;10,25;5
Level 2 (25) - Level 3 (32);Theodoric Bowmaker;32;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-32---;25;2;Team C;16,18242552;12,18242552;1;2;12;16;16;13;17;17;0,182425524;0,182425524;-1,5;10,5;5
Level 2 (25) - Level 3 (32);Theodoric Bowmaker;32;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-32---;25;2;Team C;16,22270014;12,22270014;1;2;12;16;16;13;17;17;0,222700139;0,222700139;-1,25;10,75;5
Level 2 (25) - Level 3 (32);Theodoric Bowmaker;32;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-32---;25;2;Team C;16,26894142;12,26894142;1;2;12;16;16;13;17;17;0,268941421;0,268941421;-1;11;5
Level 2 (25) - Level 3 (32);Theodoric Bowmaker;32;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-32---;25;2;Team C;16,3208213;12,3208213;1;2;12;16;16;13;17;17;0,320821301;0,320821301;-0,75;11,25;5
Level 2 (25) - Level 3 (32);Theodoric Bowmaker;32;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-32---;25;2;Team C;16,37754067;12,37754067;1;2;12;16;16;13;17;17;0,377540669;0,377540669;-0,5;11,5;5
Level 2 (25) - Level 3 (32);Theodoric Bowmaker;32;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-32---;25;2;Team C;16,4378235;12,4378235;1;2;12;16;16;13;17;17;0,437823499;0,437823499;-0,25;11,75;5
Level 2 (25) - Level 3 (32);Theodoric Bowmaker;32;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-32---;25;2;Team C;16,5;12,5;1;2;12;16;16;13;17;17;0,5;0,5;0;12;5
Level 2 (25) - Level 3 (32);Theodoric Bowmaker;32;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-32---;25;2;Team C;16,5621765;12,5621765;1;2;12;16;16;13;17;17;0,562176501;0,562176501;0,25;12,25;5
Level 2 (25) - Level 3 (32);Theodoric Bowmaker;32;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-32---;25;2;Team C;16,62245933;12,62245933;1;2;12;16;16;13;17;17;0,622459331;0,622459331;0,5;12,5;5
Level 2 (25) - Level 3 (32);Theodoric Bowmaker;32;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-32---;25;2;Team C;16,6791787;12,6791787;1;2;12;16;16;13;17;17;0,679178699;0,679178699;0,75;12,75;5
Level 2 (25) - Level 3 (32);Theodoric Bowmaker;32;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-32---;25;2;Team C;16,73105858;12,73105858;1;2;12;16;16;13;17;17;0,731058579;0,731058579;1;13;5
Level 2 (25) - Level 3 (32);Theodoric Bowmaker;32;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-32---;25;2;Team C;16,77729986;12,77729986;1;2;12;16;16;13;17;17;0,777299861;0,777299861;1,25;13,25;5
Level 2 (25) - Level 3 (32);Theodoric Bowmaker;32;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-32---;25;2;Team C;16,81757448;12,81757448;1;2;12;16;16;13;17;17;0,817574476;0,817574476;1,5;13,5;5
Level 2 (25) - Level 3 (32);Theodoric Bowmaker;32;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-32---;25;2;Team C;16,8519528;12,8519528;1;2;12;16;16;13;17;17;0,851952802;0,851952802;1,75;13,75;5
Level 2 (25) - Level 3 (32);Theodoric Bowmaker;32;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-32---;25;2;Team C;16,88079708;12,88079708;1;2;12;16;16;13;17;17;0,880797078;0,880797078;2;14;5
Level 2 (25) - Level 3 (32);Theodoric Bowmaker;32;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-32---;25;2;Team C;16,90465054;12,90465054;1;2;12;16;16;13;17;17;0,904650535;0,904650535;2,25;14,25;5
Level 2 (25) - Level 3 (32);Theodoric Bowmaker;32;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-32---;25;2;Team C;16,92414182;12,92414182;1;2;12;16;16;13;17;17;0,92414182;0,92414182;2,5;14,5;5
Level 2 (25) - Level 3 (32);Theodoric Bowmaker;32;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-32---;25;2;Team C;16,93991335;12,93991335;1;2;12;16;16;13;17;17;0,93991335;0,93991335;2,75;14,75;5
Level 2 (25) - Level 3 (32);Theodoric Bowmaker;32;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-32---;25;2;Team C;16,95257413;12,95257413;1;2;12;16;16;13;17;17;0,952574127;0,952574127;3;15;5
Level 2 (25) - Level 3 (32);Theodoric Bowmaker;32;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-32---;25;2;Team C;16,96267311;12,96267311;1;2;12;16;16;13;17;17;0,962673113;0,962673113;3,25;15,25;5
Level 2 (25) - Level 3 (32);Theodoric Bowmaker;32;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-32---;25;2;Team C;16,97068777;12,97068777;1;2;12;16;16;13;17;17;0,970687769;0,970687769;3,5;15,5;5
Level 2 (25) - Level 3 (32);Theodoric Bowmaker;32;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-32---;25;2;Team C;16,97702263;12,97702263;1;2;12;16;16;13;17;17;0,97702263;0,97702263;3,75;15,75;5
Level 2 (25) - Level 3 (32);Theodoric Bowmaker;32;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-32---;25;2;Team C;16,98201379;12,98201379;1;2;12;16;16;13;17;17;0,98201379;0,98201379;4;16;5
Level 2 (25) - Level 3 (32);Theodoric Bowmaker;32;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-32---;25;2;Team C;16,98593637;12,98593637;1;2;12;16;16;13;17;17;0,985936373;0,985936373;4,25;16,25;5
Level 2 (25) - Level 3 (32);Theodoric Bowmaker;32;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-32---;25;2;Team C;16,98901306;12,98901306;1;2;12;16;16;13;17;17;0,989013057;0,989013057;4,5;16,5;5
Level 2 (25) - Level 3 (32);Theodoric Bowmaker;32;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-32---;25;2;Team C;16,99142252;12,99142252;1;2;12;16;16;13;17;17;0,991422515;0,991422515;4,75;16,75;5
Level 2 (25) - Level 3 (32);Theodoric Bowmaker;32;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-32---;25;2;Team C;16,99330715;12,99330715;1;2;12;16;16;13;17;17;0,993307149;0,993307149;5;17;5
Level 2 (25) - Level 3 (32);Theodoric Bowmaker;32;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-32---;25;2;Team C;16,99477987;12,99477987;1;2;12;16;16;13;17;17;0,994779874;0,994779874;5,25;17,25;5
Level 2 (25) - Level 3 (32);Theodoric Bowmaker;32;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-32---;25;2;Team C;16,99592986;12,99592986;1;2;12;16;16;13;17;17;0,995929862;0,995929862;5,5;17,5;5
Level 2 (25) - Level 3 (32);Theodoric Bowmaker;32;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-32---;25;2;Team C;16,99682732;12,99682732;1;2;12;16;16;13;17;17;0,996827317;0,996827317;5,75;17,75;5
Level 2 (25) - Level 3 (32);Theodoric Bowmaker;32;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-32---;25;2;Team C;16,99752738;12,99752738;1;2;12;16;16;13;17;17;0,997527377;0,997527377;6;18;5
Level 2 (25) - Level 3 (33);Tobiah Carmo;33;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-33---;25;2;Team C;16,00494525;12,00494525;1;2;12;16;16;14;18;18;0,002472623;0,002472623;-6;6;5
Level 2 (25) - Level 3 (33);Tobiah Carmo;33;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-33---;25;2;Team C;16,00634537;12,00634537;1;2;12;16;16;14;18;18;0,003172683;0,003172683;-5,75;6,25;5
Level 2 (25) - Level 3 (33);Tobiah Carmo;33;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-33---;25;2;Team C;16,00814028;12,00814028;1;2;12;16;16;14;18;18;0,004070138;0,004070138;-5,5;6,5;5
Level 2 (25) - Level 3 (33);Tobiah Carmo;33;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-33---;25;2;Team C;16,01044025;12,01044025;1;2;12;16;16;14;18;18;0,005220126;0,005220126;-5,25;6,75;5
Level 2 (25) - Level 3 (33);Tobiah Carmo;33;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-33---;25;2;Team C;16,0133857;12,0133857;1;2;12;16;16;14;18;18;0,006692851;0,006692851;-5;7;5
Level 2 (25) - Level 3 (33);Tobiah Carmo;33;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-33---;25;2;Team C;16,01715497;12,01715497;1;2;12;16;16;14;18;18;0,008577485;0,008577485;-4,75;7,25;5
Level 2 (25) - Level 3 (33);Tobiah Carmo;33;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-33---;25;2;Team C;16,02197389;12,02197389;1;2;12;16;16;14;18;18;0,010986943;0,010986943;-4,5;7,5;5
Level 2 (25) - Level 3 (33);Tobiah Carmo;33;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-33---;25;2;Team C;16,02812725;12,02812725;1;2;12;16;16;14;18;18;0,014063627;0,014063627;-4,25;7,75;5
Level 2 (25) - Level 3 (33);Tobiah Carmo;33;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-33---;25;2;Team C;16,03597242;12,03597242;1;2;12;16;16;14;18;18;0,01798621;0,01798621;-4;8;5
Level 2 (25) - Level 3 (33);Tobiah Carmo;33;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-33---;25;2;Team C;16,04595474;12,04595474;1;2;12;16;16;14;18;18;0,02297737;0,02297737;-3,75;8,25;5
Level 2 (25) - Level 3 (33);Tobiah Carmo;33;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-33---;25;2;Team C;16,05862446;12,05862446;1;2;12;16;16;14;18;18;0,029312231;0,029312231;-3,5;8,5;5
Level 2 (25) - Level 3 (33);Tobiah Carmo;33;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-33---;25;2;Team C;16,07465378;12,07465378;1;2;12;16;16;14;18;18;0,037326887;0,037326887;-3,25;8,75;5
Level 2 (25) - Level 3 (33);Tobiah Carmo;33;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-33---;25;2;Team C;16,09485175;12,09485175;1;2;12;16;16;14;18;18;0,047425873;0,047425873;-3;9;5
Level 2 (25) - Level 3 (33);Tobiah Carmo;33;3;SHOW;Within Target Span;TRUE;Gelya Braunston;Global BI Team;-25-33---;25;2;Team C;16,1201733;12,1201733;1;2;12;16;16;14;18;18;0,06008665;0,06008665;-2,75;9,25;5
