Branch;Employee name;End node ID;End node level;Manager name;Org Name;Path;Start node ID;Start node level;Team;Number of reports;P1;P1 (Alt);P2;P2 (Alt);T;T2;Top line direct reports
Level 2 (25) - Level 3 (33);Tobiah Carmo;33;3;Gelya Braunston;Global BI Team;-25-33---;25;2;Team C;2;12;16;14;18;-3;9;5
Level 2 (25) - Level 3 (33);Tobiah Carmo;33;3;Gelya Braunston;Global BI Team;-25-33---;25;2;Team C;2;12;16;14;18;-2,75;9,25;5
Level 2 (25) - Level 3 (33);Tobiah Carmo;33;3;Gelya Braunston;Global BI Team;-25-33---;25;2;Team C;2;12;16;14;18;-2,5;9,5;5
Level 2 (25) - Level 3 (33);Tobiah Carmo;33;3;Gelya Braunston;Global BI Team;-25-33---;25;2;Team C;2;12;16;14;18;-2,25;9,75;5
Level 2 (25) - Level 3 (33);Tobiah Carmo;33;3;Gelya Braunston;Global BI Team;-25-33---;25;2;Team C;2;12;16;14;18;-2;10;5
Level 2 (25) - Level 3 (33);Tobiah Carmo;33;3;Gelya Braunston;Global BI Team;-25-33---;25;2;Team C;2;12;16;14;18;-1,75;10,25;5
Level 2 (25) - Level 3 (33);Tobiah Carmo;33;3;Gelya Braunston;Global BI Team;-25-33---;25;2;Team C;2;12;16;14;18;-1,5;10,5;5
Level 2 (25) - Level 3 (33);Tobiah Carmo;33;3;Gelya Braunston;Global BI Team;-25-33---;25;2;Team C;2;12;16;14;18;-1,25;10,75;5
Level 2 (25) - Level 3 (33);Tobiah Carmo;33;3;Gelya Braunston;Global BI Team;-25-33---;25;2;Team C;2;12;16;14;18;-1;11;5
Level 2 (25) - Level 3 (33);Tobiah Carmo;33;3;Gelya Braunston;Global BI Team;-25-33---;25;2;Team C;2;12;16;14;18;-0,75;11,25;5
Level 2 (25) - Level 3 (33);Tobiah Carmo;33;3;Gelya Braunston;Global BI Team;-25-33---;25;2;Team C;2;12;16;14;18;-0,5;11,5;5
Level 2 (25) - Level 3 (33);Tobiah Carmo;33;3;Gelya Braunston;Global BI Team;-25-33---;25;2;Team C;2;12;16;14;18;-0,25;11,75;5
Level 2 (25) - Level 3 (33);Tobiah Carmo;33;3;Gelya Braunston;Global BI Team;-25-33---;25;2;Team C;2;12;16;14;18;0;12;5
Level 2 (25) - Level 3 (33);Tobiah Carmo;33;3;Gelya Braunston;Global BI Team;-25-33---;25;2;Team C;2;12;16;14;18;0,25;12,25;5
Level 2 (25) - Level 3 (33);Tobiah Carmo;33;3;Gelya Braunston;Global BI Team;-25-33---;25;2;Team C;2;12;16;14;18;0,5;12,5;5
Level 2 (25) - Level 3 (33);Tobiah Carmo;33;3;Gelya Braunston;Global BI Team;-25-33---;25;2;Team C;2;12;16;14;18;0,75;12,75;5
Level 2 (25) - Level 3 (33);Tobiah Carmo;33;3;Gelya Braunston;Global BI Team;-25-33---;25;2;Team C;2;12;16;14;18;1;13;5
Level 2 (25) - Level 3 (33);Tobiah Carmo;33;3;Gelya Braunston;Global BI Team;-25-33---;25;2;Team C;2;12;16;14;18;1,25;13,25;5
Level 2 (25) - Level 3 (33);Tobiah Carmo;33;3;Gelya Braunston;Global BI Team;-25-33---;25;2;Team C;2;12;16;14;18;1,5;13,5;5
Level 2 (25) - Level 3 (33);Tobiah Carmo;33;3;Gelya Braunston;Global BI Team;-25-33---;25;2;Team C;2;12;16;14;18;1,75;13,75;5
Level 2 (25) - Level 3 (33);Tobiah Carmo;33;3;Gelya Braunston;Global BI Team;-25-33---;25;2;Team C;2;12;16;14;18;2;14;5
Level 2 (25) - Level 3 (33);Tobiah Carmo;33;3;Gelya Braunston;Global BI Team;-25-33---;25;2;Team C;2;12;16;14;18;2,25;14,25;5
Level 2 (25) - Level 3 (33);Tobiah Carmo;33;3;Gelya Braunston;Global BI Team;-25-33---;25;2;Team C;2;12;16;14;18;2,5;14,5;5
Level 2 (25) - Level 3 (33);Tobiah Carmo;33;3;Gelya Braunston;Global BI Team;-25-33---;25;2;Team C;2;12;16;14;18;2,75;14,75;5
Level 2 (25) - Level 3 (33);Tobiah Carmo;33;3;Gelya Braunston;Global BI Team;-25-33---;25;2;Team C;2;12;16;14;18;3;15;5
Level 2 (25) - Level 3 (33);Tobiah Carmo;33;3;Gelya Braunston;Global BI Team;-25-33---;25;2;Team C;2;12;16;14;18;3,25;15,25;5
Level 2 (25) - Level 3 (33);Tobiah Carmo;33;3;Gelya Braunston;Global BI Team;-25-33---;25;2;Team C;2;12;16;14;18;3,5;15,5;5
Level 2 (25) - Level 3 (33);Tobiah Carmo;33;3;Gelya Braunston;Global BI Team;-25-33---;25;2;Team C;2;12;16;14;18;3,75;15,75;5
Level 2 (25) - Level 3 (33);Tobiah Carmo;33;3;Gelya Braunston;Global BI Team;-25-33---;25;2;Team C;2;12;16;14;18;4;16;5
Level 2 (25) - Level 3 (33);Tobiah Carmo;33;3;Gelya Braunston;Global BI Team;-25-33---;25;2;Team C;2;12;16;14;18;4,25;16,25;5
Level 2 (25) - Level 3 (33);Tobiah Carmo;33;3;Gelya Braunston;Global BI Team;-25-33---;25;2;Team C;2;12;16;14;18;4,5;16,5;5
Level 2 (25) - Level 3 (33);Tobiah Carmo;33;3;Gelya Braunston;Global BI Team;-25-33---;25;2;Team C;2;12;16;14;18;4,75;16,75;5
Level 2 (25) - Level 3 (33);Tobiah Carmo;33;3;Gelya Braunston;Global BI Team;-25-33---;25;2;Team C;2;12;16;14;18;5;17;5
Level 2 (25) - Level 3 (33);Tobiah Carmo;33;3;Gelya Braunston;Global BI Team;-25-33---;25;2;Team C;2;12;16;14;18;5,25;17,25;5
Level 2 (25) - Level 3 (33);Tobiah Carmo;33;3;Gelya Braunston;Global BI Team;-25-33---;25;2;Team C;2;12;16;14;18;5,5;17,5;5
Level 2 (25) - Level 3 (33);Tobiah Carmo;33;3;Gelya Braunston;Global BI Team;-25-33---;25;2;Team C;2;12;16;14;18;5,75;17,75;5
Level 2 (25) - Level 3 (33);Tobiah Carmo;33;3;Gelya Braunston;Global BI Team;-25-33---;25;2;Team C;2;12;16;14;18;6;18;5
Level 2 (35) - Level 3 (36);Kiel Foxall;36;3;Glennie Camelin;Global BI Team;-35-36---;35;2;Team D;;13;22;12,5;21,5;-6;6;5
Level 2 (35) - Level 3 (36);Kiel Foxall;36;3;Glennie Camelin;Global BI Team;-35-36---;35;2;Team D;;13;22;12,5;21,5;-5,75;6,25;5
Level 2 (35) - Level 3 (36);Kiel Foxall;36;3;Glennie Camelin;Global BI Team;-35-36---;35;2;Team D;;13;22;12,5;21,5;-5,5;6,5;5
Level 2 (35) - Level 3 (36);Kiel Foxall;36;3;Glennie Camelin;Global BI Team;-35-36---;35;2;Team D;;13;22;12,5;21,5;-5,25;6,75;5
Level 2 (35) - Level 3 (36);Kiel Foxall;36;3;Glennie Camelin;Global BI Team;-35-36---;35;2;Team D;;13;22;12,5;21,5;-5;7;5
Level 2 (35) - Level 3 (36);Kiel Foxall;36;3;Glennie Camelin;Global BI Team;-35-36---;35;2;Team D;;13;22;12,5;21,5;-4,75;7,25;5
Level 2 (35) - Level 3 (36);Kiel Foxall;36;3;Glennie Camelin;Global BI Team;-35-36---;35;2;Team D;;13;22;12,5;21,5;-4,5;7,5;5
Level 2 (35) - Level 3 (36);Kiel Foxall;36;3;Glennie Camelin;Global BI Team;-35-36---;35;2;Team D;;13;22;12,5;21,5;-4,25;7,75;5
Level 2 (35) - Level 3 (36);Kiel Foxall;36;3;Glennie Camelin;Global BI Team;-35-36---;35;2;Team D;;13;22;12,5;21,5;-4;8;5
Level 2 (35) - Level 3 (36);Kiel Foxall;36;3;Glennie Camelin;Global BI Team;-35-36---;35;2;Team D;;13;22;12,5;21,5;-3,75;8,25;5
Level 2 (35) - Level 3 (36);Kiel Foxall;36;3;Glennie Camelin;Global BI Team;-35-36---;35;2;Team D;;13;22;12,5;21,5;-3,5;8,5;5
Level 2 (35) - Level 3 (36);Kiel Foxall;36;3;Glennie Camelin;Global BI Team;-35-36---;35;2;Team D;;13;22;12,5;21,5;-3,25;8,75;5
Level 2 (35) - Level 3 (36);Kiel Foxall;36;3;Glennie Camelin;Global BI Team;-35-36---;35;2;Team D;;13;22;12,5;21,5;-3;9;5
Level 2 (35) - Level 3 (36);Kiel Foxall;36;3;Glennie Camelin;Global BI Team;-35-36---;35;2;Team D;;13;22;12,5;21,5;-2,75;9,25;5
Level 2 (35) - Level 3 (36);Kiel Foxall;36;3;Glennie Camelin;Global BI Team;-35-36---;35;2;Team D;;13;22;12,5;21,5;-2,5;9,5;5
Level 2 (35) - Level 3 (36);Kiel Foxall;36;3;Glennie Camelin;Global BI Team;-35-36---;35;2;Team D;;13;22;12,5;21,5;-2,25;9,75;5
Level 2 (35) - Level 3 (36);Kiel Foxall;36;3;Glennie Camelin;Global BI Team;-35-36---;35;2;Team D;;13;22;12,5;21,5;-2;10;5
Level 2 (35) - Level 3 (36);Kiel Foxall;36;3;Glennie Camelin;Global BI Team;-35-36---;35;2;Team D;;13;22;12,5;21,5;-1,75;10,25;5
Level 2 (35) - Level 3 (36);Kiel Foxall;36;3;Glennie Camelin;Global BI Team;-35-36---;35;2;Team D;;13;22;12,5;21,5;-1,5;10,5;5
Level 2 (35) - Level 3 (36);Kiel Foxall;36;3;Glennie Camelin;Global BI Team;-35-36---;35;2;Team D;;13;22;12,5;21,5;-1,25;10,75;5
Level 2 (35) - Level 3 (36);Kiel Foxall;36;3;Glennie Camelin;Global BI Team;-35-36---;35;2;Team D;;13;22;12,5;21,5;-1;11;5
Level 2 (35) - Level 3 (36);Kiel Foxall;36;3;Glennie Camelin;Global BI Team;-35-36---;35;2;Team D;;13;22;12,5;21,5;-0,75;11,25;5
Level 2 (35) - Level 3 (36);Kiel Foxall;36;3;Glennie Camelin;Global BI Team;-35-36---;35;2;Team D;;13;22;12,5;21,5;-0,5;11,5;5
Level 2 (35) - Level 3 (36);Kiel Foxall;36;3;Glennie Camelin;Global BI Team;-35-36---;35;2;Team D;;13;22;12,5;21,5;-0,25;11,75;5
Level 2 (35) - Level 3 (36);Kiel Foxall;36;3;Glennie Camelin;Global BI Team;-35-36---;35;2;Team D;;13;22;12,5;21,5;0;12;5
Level 2 (35) - Level 3 (36);Kiel Foxall;36;3;Glennie Camelin;Global BI Team;-35-36---;35;2;Team D;;13;22;12,5;21,5;0,25;12,25;5
Level 2 (35) - Level 3 (36);Kiel Foxall;36;3;Glennie Camelin;Global BI Team;-35-36---;35;2;Team D;;13;22;12,5;21,5;0,5;12,5;5
Level 2 (35) - Level 3 (36);Kiel Foxall;36;3;Glennie Camelin;Global BI Team;-35-36---;35;2;Team D;;13;22;12,5;21,5;0,75;12,75;5
Level 2 (35) - Level 3 (36);Kiel Foxall;36;3;Glennie Camelin;Global BI Team;-35-36---;35;2;Team D;;13;22;12,5;21,5;1;13;5
Level 2 (35) - Level 3 (36);Kiel Foxall;36;3;Glennie Camelin;Global BI Team;-35-36---;35;2;Team D;;13;22;12,5;21,5;1,25;13,25;5
Level 2 (35) - Level 3 (36);Kiel Foxall;36;3;Glennie Camelin;Global BI Team;-35-36---;35;2;Team D;;13;22;12,5;21,5;1,5;13,5;5
Level 2 (35) - Level 3 (36);Kiel Foxall;36;3;Glennie Camelin;Global BI Team;-35-36---;35;2;Team D;;13;22;12,5;21,5;1,75;13,75;5
Level 2 (35) - Level 3 (36);Kiel Foxall;36;3;Glennie Camelin;Global BI Team;-35-36---;35;2;Team D;;13;22;12,5;21,5;2;14;5
Level 2 (35) - Level 3 (36);Kiel Foxall;36;3;Glennie Camelin;Global BI Team;-35-36---;35;2;Team D;;13;22;12,5;21,5;2,25;14,25;5
Level 2 (35) - Level 3 (36);Kiel Foxall;36;3;Glennie Camelin;Global BI Team;-35-36---;35;2;Team D;;13;22;12,5;21,5;2,5;14,5;5
Level 2 (35) - Level 3 (36);Kiel Foxall;36;3;Glennie Camelin;Global BI Team;-35-36---;35;2;Team D;;13;22;12,5;21,5;2,75;14,75;5
Level 2 (35) - Level 3 (36);Kiel Foxall;36;3;Glennie Camelin;Global BI Team;-35-36---;35;2;Team D;;13;22;12,5;21,5;3;15;5
Level 2 (35) - Level 3 (36);Kiel Foxall;36;3;Glennie Camelin;Global BI Team;-35-36---;35;2;Team D;;13;22;12,5;21,5;3,25;15,25;5
Level 2 (35) - Level 3 (36);Kiel Foxall;36;3;Glennie Camelin;Global BI Team;-35-36---;35;2;Team D;;13;22;12,5;21,5;3,5;15,5;5
Level 2 (35) - Level 3 (36);Kiel Foxall;36;3;Glennie Camelin;Global BI Team;-35-36---;35;2;Team D;;13;22;12,5;21,5;3,75;15,75;5
Level 2 (35) - Level 3 (36);Kiel Foxall;36;3;Glennie Camelin;Global BI Team;-35-36---;35;2;Team D;;13;22;12,5;21,5;4;16;5
Level 2 (35) - Level 3 (36);Kiel Foxall;36;3;Glennie Camelin;Global BI Team;-35-36---;35;2;Team D;;13;22;12,5;21,5;4,25;16,25;5
Level 2 (35) - Level 3 (36);Kiel Foxall;36;3;Glennie Camelin;Global BI Team;-35-36---;35;2;Team D;;13;22;12,5;21,5;4,5;16,5;5
Level 2 (35) - Level 3 (36);Kiel Foxall;36;3;Glennie Camelin;Global BI Team;-35-36---;35;2;Team D;;13;22;12,5;21,5;4,75;16,75;5
Level 2 (35) - Level 3 (36);Kiel Foxall;36;3;Glennie Camelin;Global BI Team;-35-36---;35;2;Team D;;13;22;12,5;21,5;5;17;5
Level 2 (35) - Level 3 (36);Kiel Foxall;36;3;Glennie Camelin;Global BI Team;-35-36---;35;2;Team D;;13;22;12,5;21,5;5,25;17,25;5
Level 2 (35) - Level 3 (36);Kiel Foxall;36;3;Glennie Camelin;Global BI Team;-35-36---;35;2;Team D;;13;22;12,5;21,5;5,5;17,5;5
Level 2 (35) - Level 3 (36);Kiel Foxall;36;3;Glennie Camelin;Global BI Team;-35-36---;35;2;Team D;;13;22;12,5;21,5;5,75;17,75;5
Level 2 (35) - Level 3 (36);Kiel Foxall;36;3;Glennie Camelin;Global BI Team;-35-36---;35;2;Team D;;13;22;12,5;21,5;6;18;5
Level 2 (35) - Level 3 (39);Merlina Walshaw;39;3;Glennie Camelin;Global BI Team;-35-39---;35;2;Team D;;13;22;14,5;23,5;-6;6;5
Level 2 (35) - Level 3 (39);Merlina Walshaw;39;3;Glennie Camelin;Global BI Team;-35-39---;35;2;Team D;;13;22;14,5;23,5;-5,75;6,25;5
Level 2 (35) - Level 3 (39);Merlina Walshaw;39;3;Glennie Camelin;Global BI Team;-35-39---;35;2;Team D;;13;22;14,5;23,5;-5,5;6,5;5
Level 2 (35) - Level 3 (39);Merlina Walshaw;39;3;Glennie Camelin;Global BI Team;-35-39---;35;2;Team D;;13;22;14,5;23,5;-5,25;6,75;5
Level 2 (35) - Level 3 (39);Merlina Walshaw;39;3;Glennie Camelin;Global BI Team;-35-39---;35;2;Team D;;13;22;14,5;23,5;-5;7;5
Level 2 (35) - Level 3 (39);Merlina Walshaw;39;3;Glennie Camelin;Global BI Team;-35-39---;35;2;Team D;;13;22;14,5;23,5;-4,75;7,25;5
Level 2 (35) - Level 3 (39);Merlina Walshaw;39;3;Glennie Camelin;Global BI Team;-35-39---;35;2;Team D;;13;22;14,5;23,5;-4,5;7,5;5
Level 2 (35) - Level 3 (39);Merlina Walshaw;39;3;Glennie Camelin;Global BI Team;-35-39---;35;2;Team D;;13;22;14,5;23,5;-4,25;7,75;5
Level 2 (35) - Level 3 (39);Merlina Walshaw;39;3;Glennie Camelin;Global BI Team;-35-39---;35;2;Team D;;13;22;14,5;23,5;-4;8;5
Level 2 (35) - Level 3 (39);Merlina Walshaw;39;3;Glennie Camelin;Global BI Team;-35-39---;35;2;Team D;;13;22;14,5;23,5;-3,75;8,25;5
Level 2 (35) - Level 3 (39);Merlina Walshaw;39;3;Glennie Camelin;Global BI Team;-35-39---;35;2;Team D;;13;22;14,5;23,5;-3,5;8,5;5
Level 2 (35) - Level 3 (39);Merlina Walshaw;39;3;Glennie Camelin;Global BI Team;-35-39---;35;2;Team D;;13;22;14,5;23,5;-3,25;8,75;5
Level 2 (35) - Level 3 (39);Merlina Walshaw;39;3;Glennie Camelin;Global BI Team;-35-39---;35;2;Team D;;13;22;14,5;23,5;-3;9;5
Level 2 (35) - Level 3 (39);Merlina Walshaw;39;3;Glennie Camelin;Global BI Team;-35-39---;35;2;Team D;;13;22;14,5;23,5;-2,75;9,25;5
Level 2 (35) - Level 3 (39);Merlina Walshaw;39;3;Glennie Camelin;Global BI Team;-35-39---;35;2;Team D;;13;22;14,5;23,5;-2,5;9,5;5
Level 2 (35) - Level 3 (39);Merlina Walshaw;39;3;Glennie Camelin;Global BI Team;-35-39---;35;2;Team D;;13;22;14,5;23,5;-2,25;9,75;5
Level 2 (35) - Level 3 (39);Merlina Walshaw;39;3;Glennie Camelin;Global BI Team;-35-39---;35;2;Team D;;13;22;14,5;23,5;-2;10;5
Level 2 (35) - Level 3 (39);Merlina Walshaw;39;3;Glennie Camelin;Global BI Team;-35-39---;35;2;Team D;;13;22;14,5;23,5;-1,75;10,25;5
Level 2 (35) - Level 3 (39);Merlina Walshaw;39;3;Glennie Camelin;Global BI Team;-35-39---;35;2;Team D;;13;22;14,5;23,5;-1,5;10,5;5
Level 2 (35) - Level 3 (39);Merlina Walshaw;39;3;Glennie Camelin;Global BI Team;-35-39---;35;2;Team D;;13;22;14,5;23,5;-1,25;10,75;5
Level 2 (35) - Level 3 (39);Merlina Walshaw;39;3;Glennie Camelin;Global BI Team;-35-39---;35;2;Team D;;13;22;14,5;23,5;-1;11;5
Level 2 (35) - Level 3 (39);Merlina Walshaw;39;3;Glennie Camelin;Global BI Team;-35-39---;35;2;Team D;;13;22;14,5;23,5;-0,75;11,25;5
Level 2 (35) - Level 3 (39);Merlina Walshaw;39;3;Glennie Camelin;Global BI Team;-35-39---;35;2;Team D;;13;22;14,5;23,5;-0,5;11,5;5
Level 2 (35) - Level 3 (39);Merlina Walshaw;39;3;Glennie Camelin;Global BI Team;-35-39---;35;2;Team D;;13;22;14,5;23,5;-0,25;11,75;5
Level 2 (35) - Level 3 (39);Merlina Walshaw;39;3;Glennie Camelin;Global BI Team;-35-39---;35;2;Team D;;13;22;14,5;23,5;0;12;5
Level 2 (35) - Level 3 (39);Merlina Walshaw;39;3;Glennie Camelin;Global BI Team;-35-39---;35;2;Team D;;13;22;14,5;23,5;0,25;12,25;5
Level 2 (35) - Level 3 (39);Merlina Walshaw;39;3;Glennie Camelin;Global BI Team;-35-39---;35;2;Team D;;13;22;14,5;23,5;0,5;12,5;5
Level 2 (35) - Level 3 (39);Merlina Walshaw;39;3;Glennie Camelin;Global BI Team;-35-39---;35;2;Team D;;13;22;14,5;23,5;0,75;12,75;5
Level 2 (35) - Level 3 (39);Merlina Walshaw;39;3;Glennie Camelin;Global BI Team;-35-39---;35;2;Team D;;13;22;14,5;23,5;1;13;5
Level 2 (35) - Level 3 (39);Merlina Walshaw;39;3;Glennie Camelin;Global BI Team;-35-39---;35;2;Team D;;13;22;14,5;23,5;1,25;13,25;5
Level 2 (35) - Level 3 (39);Merlina Walshaw;39;3;Glennie Camelin;Global BI Team;-35-39---;35;2;Team D;;13;22;14,5;23,5;1,5;13,5;5
Level 2 (35) - Level 3 (39);Merlina Walshaw;39;3;Glennie Camelin;Global BI Team;-35-39---;35;2;Team D;;13;22;14,5;23,5;1,75;13,75;5
Level 2 (35) - Level 3 (39);Merlina Walshaw;39;3;Glennie Camelin;Global BI Team;-35-39---;35;2;Team D;;13;22;14,5;23,5;2;14;5
Level 2 (35) - Level 3 (39);Merlina Walshaw;39;3;Glennie Camelin;Global BI Team;-35-39---;35;2;Team D;;13;22;14,5;23,5;2,25;14,25;5
Level 2 (35) - Level 3 (39);Merlina Walshaw;39;3;Glennie Camelin;Global BI Team;-35-39---;35;2;Team D;;13;22;14,5;23,5;2,5;14,5;5
Level 2 (35) - Level 3 (39);Merlina Walshaw;39;3;Glennie Camelin;Global BI Team;-35-39---;35;2;Team D;;13;22;14,5;23,5;2,75;14,75;5
Level 2 (35) - Level 3 (39);Merlina Walshaw;39;3;Glennie Camelin;Global BI Team;-35-39---;35;2;Team D;;13;22;14,5;23,5;3;15;5
Level 2 (35) - Level 3 (39);Merlina Walshaw;39;3;Glennie Camelin;Global BI Team;-35-39---;35;2;Team D;;13;22;14,5;23,5;3,25;15,25;5
Level 2 (35) - Level 3 (39);Merlina Walshaw;39;3;Glennie Camelin;Global BI Team;-35-39---;35;2;Team D;;13;22;14,5;23,5;3,5;15,5;5
Level 2 (35) - Level 3 (39);Merlina Walshaw;39;3;Glennie Camelin;Global BI Team;-35-39---;35;2;Team D;;13;22;14,5;23,5;3,75;15,75;5
Level 2 (35) - Level 3 (39);Merlina Walshaw;39;3;Glennie Camelin;Global BI Team;-35-39---;35;2;Team D;;13;22;14,5;23,5;4;16;5
Level 2 (35) - Level 3 (39);Merlina Walshaw;39;3;Glennie Camelin;Global BI Team;-35-39---;35;2;Team D;;13;22;14,5;23,5;4,25;16,25;5
Level 2 (35) - Level 3 (39);Merlina Walshaw;39;3;Glennie Camelin;Global BI Team;-35-39---;35;2;Team D;;13;22;14,5;23,5;4,5;16,5;5
Level 2 (35) - Level 3 (39);Merlina Walshaw;39;3;Glennie Camelin;Global BI Team;-35-39---;35;2;Team D;;13;22;14,5;23,5;4,75;16,75;5
Level 2 (35) - Level 3 (39);Merlina Walshaw;39;3;Glennie Camelin;Global BI Team;-35-39---;35;2;Team D;;13;22;14,5;23,5;5;17;5
Level 2 (35) - Level 3 (39);Merlina Walshaw;39;3;Glennie Camelin;Global BI Team;-35-39---;35;2;Team D;;13;22;14,5;23,5;5,25;17,25;5
Level 2 (35) - Level 3 (39);Merlina Walshaw;39;3;Glennie Camelin;Global BI Team;-35-39---;35;2;Team D;;13;22;14,5;23,5;5,5;17,5;5
Level 2 (35) - Level 3 (39);Merlina Walshaw;39;3;Glennie Camelin;Global BI Team;-35-39---;35;2;Team D;;13;22;14,5;23,5;5,75;17,75;5
Level 2 (35) - Level 3 (39);Merlina Walshaw;39;3;Glennie Camelin;Global BI Team;-35-39---;35;2;Team D;;13;22;14,5;23,5;6;18;5
Level 2 (35) - Level 3 (38);Lynnette Buckleigh;38;3;Glennie Camelin;Global BI Team;-35-38---;35;2;Team D;1;13;22;13,5;22,5;-6;6;5
Level 2 (35) - Level 3 (38);Lynnette Buckleigh;38;3;Glennie Camelin;Global BI Team;-35-38---;35;2;Team D;1;13;22;13,5;22,5;-5,75;6,25;5
Level 2 (35) - Level 3 (38);Lynnette Buckleigh;38;3;Glennie Camelin;Global BI Team;-35-38---;35;2;Team D;1;13;22;13,5;22,5;-5,5;6,5;5
Level 2 (35) - Level 3 (38);Lynnette Buckleigh;38;3;Glennie Camelin;Global BI Team;-35-38---;35;2;Team D;1;13;22;13,5;22,5;-5,25;6,75;5
Level 2 (35) - Level 3 (38);Lynnette Buckleigh;38;3;Glennie Camelin;Global BI Team;-35-38---;35;2;Team D;1;13;22;13,5;22,5;-5;7;5
Level 2 (35) - Level 3 (38);Lynnette Buckleigh;38;3;Glennie Camelin;Global BI Team;-35-38---;35;2;Team D;1;13;22;13,5;22,5;-4,75;7,25;5
Level 2 (35) - Level 3 (38);Lynnette Buckleigh;38;3;Glennie Camelin;Global BI Team;-35-38---;35;2;Team D;1;13;22;13,5;22,5;-4,5;7,5;5
Level 2 (35) - Level 3 (38);Lynnette Buckleigh;38;3;Glennie Camelin;Global BI Team;-35-38---;35;2;Team D;1;13;22;13,5;22,5;-4,25;7,75;5
Level 2 (35) - Level 3 (38);Lynnette Buckleigh;38;3;Glennie Camelin;Global BI Team;-35-38---;35;2;Team D;1;13;22;13,5;22,5;-4;8;5
Level 2 (35) - Level 3 (38);Lynnette Buckleigh;38;3;Glennie Camelin;Global BI Team;-35-38---;35;2;Team D;1;13;22;13,5;22,5;-3,75;8,25;5
Level 2 (35) - Level 3 (38);Lynnette Buckleigh;38;3;Glennie Camelin;Global BI Team;-35-38---;35;2;Team D;1;13;22;13,5;22,5;-3,5;8,5;5
Level 2 (35) - Level 3 (38);Lynnette Buckleigh;38;3;Glennie Camelin;Global BI Team;-35-38---;35;2;Team D;1;13;22;13,5;22,5;-3,25;8,75;5
Level 2 (35) - Level 3 (38);Lynnette Buckleigh;38;3;Glennie Camelin;Global BI Team;-35-38---;35;2;Team D;1;13;22;13,5;22,5;-3;9;5
Level 2 (35) - Level 3 (38);Lynnette Buckleigh;38;3;Glennie Camelin;Global BI Team;-35-38---;35;2;Team D;1;13;22;13,5;22,5;-2,75;9,25;5
Level 2 (35) - Level 3 (38);Lynnette Buckleigh;38;3;Glennie Camelin;Global BI Team;-35-38---;35;2;Team D;1;13;22;13,5;22,5;-2,5;9,5;5
Level 2 (35) - Level 3 (38);Lynnette Buckleigh;38;3;Glennie Camelin;Global BI Team;-35-38---;35;2;Team D;1;13;22;13,5;22,5;-2,25;9,75;5
Level 2 (35) - Level 3 (38);Lynnette Buckleigh;38;3;Glennie Camelin;Global BI Team;-35-38---;35;2;Team D;1;13;22;13,5;22,5;-2;10;5
Level 2 (35) - Level 3 (38);Lynnette Buckleigh;38;3;Glennie Camelin;Global BI Team;-35-38---;35;2;Team D;1;13;22;13,5;22,5;-1,75;10,25;5
Level 2 (35) - Level 3 (38);Lynnette Buckleigh;38;3;Glennie Camelin;Global BI Team;-35-38---;35;2;Team D;1;13;22;13,5;22,5;-1,5;10,5;5
Level 2 (35) - Level 3 (38);Lynnette Buckleigh;38;3;Glennie Camelin;Global BI Team;-35-38---;35;2;Team D;1;13;22;13,5;22,5;-1,25;10,75;5
Level 2 (35) - Level 3 (38);Lynnette Buckleigh;38;3;Glennie Camelin;Global BI Team;-35-38---;35;2;Team D;1;13;22;13,5;22,5;-1;11;5
Level 2 (35) - Level 3 (38);Lynnette Buckleigh;38;3;Glennie Camelin;Global BI Team;-35-38---;35;2;Team D;1;13;22;13,5;22,5;-0,75;11,25;5
Level 2 (35) - Level 3 (38);Lynnette Buckleigh;38;3;Glennie Camelin;Global BI Team;-35-38---;35;2;Team D;1;13;22;13,5;22,5;-0,5;11,5;5
Level 2 (35) - Level 3 (38);Lynnette Buckleigh;38;3;Glennie Camelin;Global BI Team;-35-38---;35;2;Team D;1;13;22;13,5;22,5;-0,25;11,75;5
Level 2 (35) - Level 3 (38);Lynnette Buckleigh;38;3;Glennie Camelin;Global BI Team;-35-38---;35;2;Team D;1;13;22;13,5;22,5;0;12;5
Level 2 (35) - Level 3 (38);Lynnette Buckleigh;38;3;Glennie Camelin;Global BI Team;-35-38---;35;2;Team D;1;13;22;13,5;22,5;0,25;12,25;5
Level 2 (35) - Level 3 (38);Lynnette Buckleigh;38;3;Glennie Camelin;Global BI Team;-35-38---;35;2;Team D;1;13;22;13,5;22,5;0,5;12,5;5
Level 2 (35) - Level 3 (38);Lynnette Buckleigh;38;3;Glennie Camelin;Global BI Team;-35-38---;35;2;Team D;1;13;22;13,5;22,5;0,75;12,75;5
Level 2 (35) - Level 3 (38);Lynnette Buckleigh;38;3;Glennie Camelin;Global BI Team;-35-38---;35;2;Team D;1;13;22;13,5;22,5;1;13;5
Level 2 (35) - Level 3 (38);Lynnette Buckleigh;38;3;Glennie Camelin;Global BI Team;-35-38---;35;2;Team D;1;13;22;13,5;22,5;1,25;13,25;5
Level 2 (35) - Level 3 (38);Lynnette Buckleigh;38;3;Glennie Camelin;Global BI Team;-35-38---;35;2;Team D;1;13;22;13,5;22,5;1,5;13,5;5
Level 2 (35) - Level 3 (38);Lynnette Buckleigh;38;3;Glennie Camelin;Global BI Team;-35-38---;35;2;Team D;1;13;22;13,5;22,5;1,75;13,75;5
